session_id,user_id,amount_paid,payment_method,payment_status
799,200,330.01,Debit Card,Completed
800,105,290.03,Debit Card,Completed
801,61,262.52,Credit Card,Completed
802,37,96.05,Credit Card,Completed
803,114,443.56,Credit Card,Completed
804,157,377.52,Net Banking,Completed
805,173,443.49,Credit Card,Completed
806,47,225.58,Debit Card,Completed
807,138,327.35,UPI,Completed
808,101,265.74,UPI,Completed
809,88,492.44,Net Banking,Completed
810,164,225.49,Credit Card,Completed
811,93,417.02,Credit Card,Completed
812,19,315.4,Credit Card,Completed
813,79,191.59,UPI,Completed
814,149,235.31,Credit Card,Completed
815,37,208.55,Debit Card,Completed
816,73,394.24,Net Banking,Completed
817,113,349.93,UPI,Completed
818,104,102.3,Net Banking,Completed
819,14,398.25,Debit Card,Failed
820,108,257.61,UPI,Completed
821,22,196.93,UPI,Completed
822,60,218.25,Net Banking,Completed
823,190,108.54,Net Banking,Completed
824,33,190.54,UPI,Completed
825,31,127.96,Debit Card,Completed
826,74,255.92,Net Banking,Completed
827,92,287.56,UPI,Completed
828,190,495.51,Debit Card,Completed
829,157,396.0,Debit Card,Completed
830,57,288.0,Credit Card,Completed
831,24,218.45,Credit Card,Completed
832,93,121.55,Net Banking,Completed
833,185,220.68,Net Banking,Completed
834,67,295.06,Debit Card,Completed
835,21,130.01,Net Banking,Completed
836,87,454.96,Debit Card,Completed
837,97,337.6,UPI,Completed
838,136,232.26,Debit Card,Completed
839,185,407.42,Credit Card,Completed
840,22,110.55,Debit Card,Completed
841,85,427.0,Credit Card,Failed
842,148,58.52,Credit Card,Completed
843,90,227.79,UPI,Completed
844,176,301.46,Debit Card,Completed
845,166,125.57,Debit Card,Failed
846,89,351.42,Debit Card,Completed
847,84,482.5,Debit Card,Completed
848,184,86.41,Debit Card,Completed
849,171,54.16,Net Banking,Completed
850,14,368.72,Debit Card,Completed
851,173,407.01,Net Banking,Completed
852,92,237.32,Credit Card,Completed
853,87,205.67,UPI,Completed
854,92,208.24,Debit Card,Completed
855,132,427.34,Credit Card,Completed
856,186,76.01,Debit Card,Completed
857,162,408.29,UPI,Completed
858,30,113.76,Credit Card,Completed
859,86,419.36,Credit Card,Completed
860,67,293.66,UPI,Completed
861,39,426.17,Credit Card,Completed
862,153,115.7,UPI,Completed
863,78,115.11,Debit Card,Completed
864,26,146.79,Net Banking,Completed
865,38,282.89,Credit Card,Completed
866,15,249.36,UPI,Completed
867,158,167.72,Credit Card,Completed
868,112,176.01,Debit Card,Completed
869,136,394.74,Net Banking,Completed
870,59,85.04,Net Banking,Completed
871,156,454.19,Credit Card,Completed
872,157,227.47,Net Banking,Completed
873,87,388.85,Debit Card,Completed
874,69,119.57,Credit Card,Completed
875,196,404.98,Credit Card,Completed
876,25,164.46,UPI,Completed
877,155,51.11,Debit Card,Completed
878,138,399.71,Credit Card,Completed
879,188,315.63,Credit Card,Completed
880,106,352.16,Credit Card,Completed
881,184,319.38,Credit Card,Completed
882,72,154.54,Net Banking,Completed
883,85,198.1,UPI,Completed
884,140,53.34,UPI,Completed
885,199,460.44,Credit Card,Completed
886,93,247.49,Credit Card,Completed
887,110,125.64,UPI,Completed
888,3,50.19,Credit Card,Completed
889,168,403.33,Debit Card,Completed
890,58,204.68,Net Banking,Completed
891,156,177.99,Debit Card,Completed
892,160,289.17,Debit Card,Completed
893,164,271.65,Net Banking,Completed
894,141,328.5,Net Banking,Completed
895,65,51.9,Debit Card,Completed
896,152,214.19,Credit Card,Completed
897,134,488.56,Net Banking,Completed
898,184,143.24,Debit Card,Completed
899,193,197.67,UPI,Completed
900,36,101.33,Debit Card,Completed
901,128,275.18,Credit Card,Completed
902,11,230.3,Net Banking,Completed
903,158,231.97,Credit Card,Completed
904,64,239.69,Debit Card,Completed
905,49,365.94,UPI,Completed
906,60,253.36,Credit Card,Completed
907,117,167.26,Credit Card,Completed
908,176,271.9,Credit Card,Completed
909,190,475.56,Net Banking,Completed
910,139,262.03,Net Banking,Completed
911,148,112.56,UPI,Completed
912,78,420.55,Debit Card,Completed
913,186,462.87,UPI,Completed
914,196,203.22,Net Banking,Completed
915,37,59.93,Debit Card,Completed
916,4,412.57,Debit Card,Completed
917,164,196.3,Net Banking,Completed
918,200,296.48,Net Banking,Completed
919,75,403.09,Credit Card,Completed
920,85,264.56,Credit Card,Completed
921,93,181.58,UPI,Completed
922,73,435.48,Credit Card,Completed
923,9,465.39,Debit Card,Completed
924,125,372.62,Net Banking,Completed
925,198,55.44,Credit Card,Completed
926,188,69.41,Net Banking,Completed
927,186,309.98,Net Banking,Completed
928,117,399.11,Credit Card,Completed
929,87,113.65,Credit Card,Completed
930,51,456.13,Debit Card,Completed
931,100,462.66,Net Banking,Completed
932,81,406.49,Net Banking,Completed
933,118,341.83,Credit Card,Completed
934,156,215.3,Credit Card,Completed
935,97,91.69,Credit Card,Completed
936,48,472.53,Credit Card,Completed
937,195,177.95,Credit Card,Completed
938,12,132.31,Net Banking,Completed
939,83,476.61,Net Banking,Completed
940,25,318.64,Net Banking,Completed
941,129,479.71,Debit Card,Completed
942,110,423.3,UPI,Completed
943,189,180.94,Credit Card,Completed
944,88,349.67,Credit Card,Completed
945,2,323.5,Credit Card,Completed
946,94,228.86,UPI,Completed
947,48,293.93,Debit Card,Completed
948,103,287.56,Credit Card,Failed
949,179,79.17,Net Banking,Completed
950,126,130.8,Credit Card,Completed
951,127,295.51,Credit Card,Completed
952,198,69.58,Credit Card,Completed
953,86,414.56,Net Banking,Completed
954,35,226.56,Net Banking,Completed
955,39,84.03,Credit Card,Completed
956,128,428.61,Credit Card,Completed
957,106,80.87,Credit Card,Completed
958,50,125.84,Credit Card,Completed
959,133,395.0,Credit Card,Completed
960,52,470.15,UPI,Completed
961,34,65.57,Credit Card,Completed
962,86,77.22,Debit Card,Completed
963,133,267.18,Credit Card,Completed
964,180,238.95,UPI,Completed
965,126,483.53,UPI,Completed
966,72,251.34,Credit Card,Completed
967,185,369.64,Credit Card,Completed
968,127,207.68,Debit Card,Completed
969,37,132.92,UPI,Completed
970,52,360.3,Debit Card,Completed
971,62,254.87,Credit Card,Completed
972,190,306.16,Net Banking,Completed
973,112,412.09,Debit Card,Completed
974,195,209.05,UPI,Completed
975,186,271.63,Debit Card,Completed
976,154,278.08,Debit Card,Completed
977,141,80.73,Credit Card,Completed
978,190,359.38,UPI,Completed
979,122,249.74,Debit Card,Completed
980,126,319.62,Credit Card,Completed
981,134,449.13,Credit Card,Completed
982,164,168.0,Net Banking,Completed
983,181,353.16,Debit Card,Completed
984,138,300.91,Debit Card,Completed
985,50,293.48,UPI,Completed
986,185,471.42,Debit Card,Completed
987,158,211.59,Credit Card,Completed
988,190,80.75,Net Banking,Completed
989,163,204.03,Debit Card,Completed
990,123,52.76,UPI,Completed
991,172,420.18,UPI,Completed
992,34,495.02,Net Banking,Completed
993,123,415.76,Credit Card,Completed
994,157,407.22,Net Banking,Completed
995,23,340.35,UPI,Completed
996,90,308.98,Debit Card,Completed
997,18,305.51,Credit Card,Completed
998,34,232.4,Credit Card,Completed
999,98,127.99,UPI,Completed
1000,90,343.78,Net Banking,Completed
1001,124,61.33,Debit Card,Completed
1002,8,154.29,Net Banking,Completed
1003,193,51.91,Net Banking,Completed
1004,13,274.63,UPI,Completed
1005,72,210.4,UPI,Completed
1006,173,242.2,UPI,Completed
1007,88,308.0,Credit Card,Completed
1008,39,84.22,Net Banking,Completed
1009,3,168.26,Debit Card,Completed
1010,188,153.51,Net Banking,Completed
1011,74,448.85,UPI,Completed
1012,159,383.56,Net Banking,Completed
1013,191,133.65,UPI,Completed
1014,51,427.26,Credit Card,Completed
1015,155,271.73,Credit Card,Completed
1016,13,415.61,Credit Card,Completed
1017,147,379.21,Credit Card,Completed
1018,158,212.75,Credit Card,Completed
1019,187,320.79,Net Banking,Completed
1020,167,319.79,UPI,Completed
1021,71,464.03,Credit Card,Failed
1022,67,93.28,UPI,Completed
1023,125,427.79,UPI,Completed
1024,50,227.13,Debit Card,Completed
1025,180,113.27,Net Banking,Completed
1026,81,178.76,Debit Card,Completed
1027,32,128.42,UPI,Completed
1028,137,90.15,Net Banking,Completed
1029,106,167.7,Net Banking,Completed
1030,104,250.14,Debit Card,Completed
1031,160,370.86,Net Banking,Completed
1032,154,478.79,UPI,Completed
1033,19,134.66,Credit Card,Completed
1034,93,90.77,Debit Card,Completed
1035,66,228.14,Debit Card,Completed
1036,186,381.35,Net Banking,Completed
1037,91,421.44,Debit Card,Failed
1038,116,140.84,UPI,Completed
1039,159,199.57,Debit Card,Failed
1040,150,90.07,Credit Card,Completed
1041,117,215.83,Net Banking,Completed
1042,76,196.24,Net Banking,Completed
1043,36,299.88,Credit Card,Completed
1044,126,365.82,Debit Card,Completed
1045,183,251.73,Credit Card,Completed
1046,65,50.59,Debit Card,Failed
1047,64,382.09,Credit Card,Completed
1048,175,140.67,Net Banking,Completed
1049,97,343.04,UPI,Completed
1050,169,450.83,UPI,Completed
1051,59,234.1,Credit Card,Completed
1052,69,63.89,Net Banking,Completed
1053,158,469.53,UPI,Completed
1054,52,181.68,Net Banking,Failed
1055,55,377.84,Debit Card,Completed
1056,57,204.08,Debit Card,Completed
1057,83,428.73,UPI,Completed
1058,53,343.43,UPI,Completed
1059,102,181.86,UPI,Completed
1060,67,111.44,Net Banking,Completed
1061,116,123.51,UPI,Completed
1062,34,399.96,Net Banking,Completed
1063,156,95.58,UPI,Completed
1064,110,115.6,Debit Card,Completed
1065,43,316.08,Credit Card,Completed
1066,114,106.93,UPI,Completed
1067,7,74.03,Credit Card,Completed
1068,182,137.31,Credit Card,Completed
1069,94,181.23,Debit Card,Completed
1070,33,230.62,Credit Card,Completed
1071,104,362.52,Net Banking,Completed
1072,152,391.1,Net Banking,Completed
1073,166,332.22,UPI,Completed
1074,139,284.37,Credit Card,Completed
1075,138,79.04,Debit Card,Completed
1076,66,255.0,UPI,Completed
1077,65,97.78,UPI,Completed
1078,4,424.25,Debit Card,Completed
1079,154,181.65,Net Banking,Failed
1080,190,231.65,Credit Card,Completed
1081,105,76.24,Net Banking,Completed
1082,196,239.98,Net Banking,Completed
1083,50,340.19,Credit Card,Completed
1084,2,273.61,Net Banking,Completed
1085,9,420.47,Debit Card,Completed
1086,103,228.89,UPI,Completed
1087,98,477.18,UPI,Completed
1088,108,422.58,UPI,Completed
1089,96,404.21,Credit Card,Completed
1090,158,119.04,Net Banking,Completed
1091,49,158.21,Net Banking,Completed
1092,189,207.35,Net Banking,Completed
1093,110,131.24,Credit Card,Completed
1094,157,83.63,Credit Card,Completed
1095,81,61.63,Credit Card,Completed
1096,89,235.64,Debit Card,Completed
1097,46,67.03,Debit Card,Completed
1098,135,128.71,Net Banking,Completed
1099,19,464.55,UPI,Completed
1100,57,274.35,Net Banking,Completed
1101,162,96.51,UPI,Completed
1102,9,448.94,Credit Card,Completed
1103,79,133.56,Debit Card,Completed
1104,147,272.76,Credit Card,Completed
1105,188,429.29,Credit Card,Completed
1106,40,494.6,Credit Card,Completed
1107,153,106.92,Credit Card,Completed
1108,141,364.27,Net Banking,Completed
1109,10,84.68,Debit Card,Failed
1110,98,311.31,Credit Card,Completed
1111,178,396.99,UPI,Completed
1112,98,201.88,Debit Card,Completed
1113,51,323.07,Credit Card,Completed
1114,144,195.59,Debit Card,Completed
1115,168,189.79,Credit Card,Completed
1116,71,199.6,UPI,Completed
1117,62,341.87,Net Banking,Completed
1118,146,328.07,Debit Card,Completed
1119,137,460.76,Net Banking,Completed
1120,112,418.73,UPI,Completed
1121,194,311.37,Net Banking,Completed
1122,136,327.23,Credit Card,Failed
1123,21,298.65,UPI,Completed
1124,169,354.95,Net Banking,Completed
1125,73,241.02,Credit Card,Completed
1126,117,484.25,Debit Card,Completed
1127,129,55.56,UPI,Completed
1128,120,118.95,Debit Card,Completed
1129,42,134.04,UPI,Completed
1130,131,116.4,Credit Card,Completed
1131,33,316.09,Net Banking,Completed
1132,125,58.37,Credit Card,Completed
1133,11,95.89,Debit Card,Completed
1134,137,107.83,Debit Card,Completed
1135,22,412.73,UPI,Completed
1136,120,429.17,Net Banking,Completed
1137,58,347.41,UPI,Completed
1138,46,226.57,UPI,Completed
1139,68,383.89,Net Banking,Completed
1140,198,432.68,UPI,Completed
1141,28,217.42,Credit Card,Completed
1142,141,353.37,Debit Card,Completed
1143,65,362.14,Net Banking,Completed
1144,4,220.92,Credit Card,Completed
1145,190,66.02,Credit Card,Completed
1146,172,267.16,Net Banking,Completed
1147,97,222.22,UPI,Completed
1148,41,459.77,Credit Card,Completed
1149,21,83.05,Debit Card,Completed
1150,15,493.33,UPI,Completed
1151,25,360.48,Debit Card,Completed
1152,68,460.78,Net Banking,Completed
1153,33,146.17,Debit Card,Completed
1154,74,346.97,Net Banking,Completed
1155,71,136.19,Net Banking,Completed
1156,68,391.66,Net Banking,Completed
1157,59,63.04,UPI,Completed
1158,157,239.06,Net Banking,Completed
1159,4,185.62,Net Banking,Completed
1160,167,398.09,Net Banking,Completed
1161,109,462.97,Debit Card,Completed
1162,93,60.37,UPI,Completed
1163,198,427.79,UPI,Completed
1164,2,119.35,UPI,Completed
1165,146,346.77,Net Banking,Completed
1166,191,345.13,UPI,Completed
1167,176,353.69,UPI,Completed
1168,9,361.79,Net Banking,Completed
1169,74,464.79,UPI,Completed
1170,181,190.39,Debit Card,Completed
1171,142,246.7,Debit Card,Completed
1172,113,325.25,Net Banking,Completed
1173,42,274.09,Debit Card,Completed
1174,25,245.85,Debit Card,Completed
1175,64,452.56,Net Banking,Completed
1176,197,411.45,Credit Card,Completed
1177,72,279.16,Debit Card,Completed
1178,70,192.3,Credit Card,Completed
1179,104,380.9,Net Banking,Completed
1180,149,431.43,Credit Card,Completed
1181,68,188.59,Credit Card,Completed
1182,194,466.13,Net Banking,Failed
1183,91,240.56,UPI,Completed
1184,66,194.51,Credit Card,Completed
1185,169,326.25,Credit Card,Completed
1186,113,113.48,Debit Card,Completed
1187,103,460.06,Debit Card,Completed
1188,175,406.1,Debit Card,Completed
1189,150,104.44,Net Banking,Completed
1190,77,462.6,Credit Card,Completed
1191,71,444.46,UPI,Completed
1192,161,332.91,UPI,Completed
1193,171,470.47,Net Banking,Completed
1194,85,398.08,Debit Card,Completed
1195,87,360.3,Net Banking,Completed
1196,21,446.22,UPI,Completed
1197,110,183.07,Net Banking,Completed
1198,162,183.12,Credit Card,Completed
1199,161,86.61,Debit Card,Completed
1200,10,396.02,Credit Card,Completed
1201,188,448.53,Credit Card,Completed
1202,101,362.47,Credit Card,Completed
1203,132,438.71,Debit Card,Completed
1204,64,440.9,Net Banking,Completed
1205,63,254.77,UPI,Completed
1206,137,373.12,Net Banking,Completed
1207,29,219.63,UPI,Completed
1208,14,177.78,Debit Card,Completed
1209,72,482.96,Net Banking,Completed
1210,127,239.91,Credit Card,Completed
1211,116,436.52,UPI,Completed
1212,141,321.23,UPI,Completed
1213,131,206.39,Credit Card,Completed
1214,110,220.17,Net Banking,Completed
1215,78,428.32,Debit Card,Completed
1216,24,139.74,Net Banking,Completed
1217,127,255.84,Credit Card,Completed
1218,188,79.23,Credit Card,Completed
1219,119,166.08,Credit Card,Completed
1220,127,111.38,UPI,Completed
1221,80,204.23,Credit Card,Completed
1222,12,372.04,Net Banking,Completed
1223,10,219.59,UPI,Completed
1224,63,256.54,Credit Card,Completed
1225,66,263.12,Debit Card,Failed
1226,140,321.91,Net Banking,Completed
1227,96,122.99,Net Banking,Completed
1228,49,87.23,UPI,Completed
1229,59,476.11,UPI,Completed
1230,76,179.72,Debit Card,Completed
1231,130,392.74,Debit Card,Completed
1232,122,290.26,UPI,Completed
1233,154,358.01,UPI,Completed
1234,31,70.71,Debit Card,Completed
1235,162,356.45,Credit Card,Completed
1236,88,429.74,Debit Card,Completed
1237,21,393.43,Debit Card,Completed
1238,50,296.18,UPI,Completed
1239,137,66.69,Debit Card,Completed
1240,65,272.04,Debit Card,Completed
1241,163,171.98,Credit Card,Completed
1242,159,302.81,Credit Card,Completed
1243,103,310.4,Net Banking,Completed
1244,166,228.1,Debit Card,Completed
1245,23,388.92,Credit Card,Completed
1246,62,206.99,Debit Card,Completed
1247,43,153.33,Net Banking,Completed
1248,49,332.18,UPI,Completed
1249,106,92.41,Credit Card,Completed
1250,21,190.45,Net Banking,Completed
1251,172,230.29,Debit Card,Completed
1252,136,84.04,Credit Card,Completed
1253,194,91.29,Net Banking,Completed
1254,121,295.18,Debit Card,Completed
1255,174,370.53,Net Banking,Completed
1256,31,455.12,Debit Card,Completed
1257,141,450.04,Credit Card,Completed
1258,198,226.23,Net Banking,Completed
1259,57,327.94,Net Banking,Completed
1260,150,100.54,UPI,Completed
1261,198,90.02,Debit Card,Completed
1262,17,167.46,Credit Card,Completed
1263,44,350.41,UPI,Completed
1264,127,103.25,UPI,Completed
1265,24,197.22,Credit Card,Completed
1266,169,498.17,UPI,Completed
1267,166,161.73,UPI,Completed
1268,112,391.43,UPI,Completed
1269,177,76.77,Credit Card,Completed
1270,40,370.71,Credit Card,Completed
1271,105,238.32,UPI,Completed
1272,39,345.9,UPI,Completed
1273,172,59.26,UPI,Completed
1274,177,393.92,Credit Card,Completed
1275,129,123.95,UPI,Completed
1276,138,162.87,Debit Card,Completed
1277,144,371.53,Debit Card,Completed
1278,181,323.45,Credit Card,Completed
1279,54,164.48,UPI,Completed
1280,133,429.67,Net Banking,Completed
1281,157,75.45,Debit Card,Completed
1282,36,143.48,UPI,Completed
1283,21,130.6,Net Banking,Completed
1284,7,69.55,Net Banking,Completed
1285,42,319.38,Debit Card,Completed
1286,160,489.46,Credit Card,Completed
1287,81,451.57,Net Banking,Completed
1288,197,347.48,Credit Card,Failed
1289,142,158.62,Net Banking,Completed
1290,162,390.75,UPI,Completed
1291,146,467.28,UPI,Completed
1292,112,353.11,UPI,Completed
1293,66,389.92,UPI,Completed
1294,90,406.77,UPI,Completed
1295,48,333.59,UPI,Completed
1296,87,262.48,Net Banking,Completed
1297,43,285.46,Debit Card,Completed
1298,151,467.73,Debit Card,Completed
1299,68,490.23,UPI,Completed
1300,148,428.84,UPI,Completed
1301,47,210.66,Debit Card,Failed
1302,30,295.87,Debit Card,Completed
1303,69,81.15,Debit Card,Completed
1304,110,157.0,Net Banking,Completed
1305,159,435.57,Net Banking,Completed
1306,173,72.23,Debit Card,Completed
1307,162,326.3,UPI,Completed
1308,5,310.3,UPI,Completed
1309,166,61.2,Credit Card,Completed
1310,53,111.29,Debit Card,Failed
1311,65,315.62,Net Banking,Completed
1312,18,291.83,Debit Card,Completed
1313,146,63.67,Debit Card,Completed
1314,168,282.22,UPI,Completed
1315,105,59.79,Credit Card,Completed
1316,19,180.98,Net Banking,Completed
1317,134,160.35,UPI,Completed
1318,99,83.88,Debit Card,Completed
1319,132,353.17,Net Banking,Completed
1320,59,243.03,Debit Card,Completed
1321,1,161.31,Credit Card,Completed
1322,120,170.97,Net Banking,Completed
1323,36,459.69,Debit Card,Completed
1324,26,297.58,Credit Card,Completed
1325,85,164.17,UPI,Completed
1326,94,280.82,Net Banking,Completed
1327,194,220.42,Debit Card,Completed
1328,143,452.91,Debit Card,Completed
1329,45,152.24,Net Banking,Completed
1330,5,124.31,Net Banking,Completed
1331,199,453.82,UPI,Completed
1332,146,144.04,Credit Card,Completed
1333,190,51.02,Net Banking,Completed
1334,57,274.45,Net Banking,Completed
1335,130,454.62,Credit Card,Failed
1336,17,130.34,Debit Card,Completed
1337,195,425.36,UPI,Completed
1338,79,479.11,UPI,Completed
1339,107,437.09,Net Banking,Completed
1340,178,400.39,Net Banking,Completed
1341,25,180.96,Credit Card,Completed
1342,70,203.96,Credit Card,Completed
1343,122,120.69,Credit Card,Completed
1344,150,280.75,Credit Card,Completed
1345,9,422.43,Debit Card,Completed
1346,34,273.48,Debit Card,Completed
1347,70,420.51,UPI,Completed
1348,97,265.99,UPI,Completed
1349,1,206.81,UPI,Completed
1350,44,107.2,UPI,Completed
1351,116,55.75,Net Banking,Completed
1352,7,208.89,Debit Card,Completed
1353,143,419.93,Net Banking,Completed
1354,166,205.69,Net Banking,Completed
1355,93,418.54,Credit Card,Completed
1356,54,360.53,UPI,Completed
1357,30,247.69,UPI,Completed
1358,94,69.19,Debit Card,Completed
1359,121,369.28,Debit Card,Completed
1360,123,305.45,UPI,Completed
1361,132,259.29,UPI,Completed
1362,75,489.26,Credit Card,Completed
1363,42,386.78,Credit Card,Completed
1364,168,205.25,Debit Card,Completed
1365,97,203.27,Debit Card,Completed
1366,161,326.61,UPI,Completed
1367,157,119.7,Net Banking,Completed
1368,15,293.63,UPI,Completed
1369,99,300.99,UPI,Completed
1370,63,346.58,UPI,Completed
1371,62,433.24,Net Banking,Completed
1372,102,346.78,Credit Card,Completed
1373,68,456.64,Net Banking,Completed
1374,142,59.52,UPI,Completed
1375,147,322.61,Net Banking,Completed
1376,82,63.97,Debit Card,Completed
1377,62,428.35,UPI,Completed
1378,35,107.12,Credit Card,Completed
1379,99,271.64,Credit Card,Completed
1380,84,98.29,Net Banking,Completed
1381,197,339.35,Debit Card,Completed
1382,76,296.95,UPI,Completed
1383,150,67.98,UPI,Completed
1384,132,387.85,Credit Card,Completed
1385,114,289.28,UPI,Completed
1386,35,253.79,Credit Card,Completed
1387,91,452.16,Net Banking,Completed
1388,164,403.0,Credit Card,Completed
1389,107,442.24,Debit Card,Completed
1390,178,141.9,Debit Card,Completed
1391,12,270.92,UPI,Completed
1392,105,215.98,Credit Card,Completed
1393,67,193.32,UPI,Completed
1394,23,185.85,Credit Card,Completed
1395,197,177.22,UPI,Completed
1396,42,323.65,Debit Card,Completed
1397,43,297.51,Debit Card,Completed
1398,144,77.7,UPI,Completed
1399,188,190.28,Net Banking,Failed
1400,61,208.11,UPI,Completed
1401,82,101.09,UPI,Completed
1402,104,300.81,Credit Card,Completed
1403,96,371.77,UPI,Failed
1404,100,111.21,Debit Card,Completed
1405,125,159.67,Debit Card,Completed
1406,114,269.43,UPI,Completed
1407,4,128.96,Net Banking,Completed
1408,174,450.4,Net Banking,Completed
1409,154,183.98,Debit Card,Completed
1410,52,391.21,Debit Card,Completed
1411,157,283.07,Debit Card,Completed
1412,83,319.6,Credit Card,Failed
1413,109,367.15,Debit Card,Completed
1414,152,131.11,UPI,Completed
1415,111,289.21,Debit Card,Completed
1416,11,163.78,Credit Card,Completed
1417,142,99.11,Credit Card,Completed
1418,78,432.2,Net Banking,Completed
1419,14,198.43,Net Banking,Completed
1420,66,395.56,Net Banking,Completed
1421,4,375.38,Net Banking,Completed
1422,141,317.81,Net Banking,Completed
1423,9,325.02,UPI,Completed
1424,11,282.14,Credit Card,Completed
1425,126,231.08,UPI,Completed
1426,7,60.5,Net Banking,Completed
1427,53,317.35,UPI,Completed
1428,160,296.19,Debit Card,Completed
1429,120,374.1,Net Banking,Completed
1430,44,160.36,Net Banking,Completed
1431,150,255.47,Credit Card,Completed
1432,14,378.48,Net Banking,Completed
1433,72,432.75,Debit Card,Completed
1434,46,285.71,Credit Card,Completed
1435,29,325.91,Credit Card,Completed
1436,83,175.03,Net Banking,Completed
1437,158,254.17,UPI,Completed
1438,62,273.28,Debit Card,Completed
1439,155,114.33,Net Banking,Completed
1440,51,81.12,UPI,Completed
1441,16,133.61,Debit Card,Completed
1442,175,425.51,UPI,Completed
1443,66,265.81,UPI,Completed
1444,110,103.43,UPI,Completed
1445,180,480.96,Credit Card,Completed
1446,26,111.43,Net Banking,Completed
1447,19,311.35,Net Banking,Completed
1448,40,292.72,Credit Card,Completed
1449,177,144.5,Net Banking,Completed
1450,46,110.1,Debit Card,Completed
1451,151,464.36,Net Banking,Completed
1452,28,105.49,Debit Card,Completed
1453,45,182.34,UPI,Completed
1454,167,299.84,UPI,Completed
1455,1,365.74,Debit Card,Completed
1456,138,179.01,Credit Card,Completed
1457,23,66.74,UPI,Completed
1458,70,331.15,UPI,Completed
1459,126,294.24,Net Banking,Completed
1460,152,75.96,Credit Card,Completed
1461,71,299.55,Net Banking,Completed
1462,87,197.24,Credit Card,Completed
1463,66,414.68,Net Banking,Completed
1464,184,209.58,UPI,Completed
1465,184,302.92,UPI,Completed
1466,155,283.9,Net Banking,Completed
1467,160,473.89,Credit Card,Completed
1468,148,316.96,Net Banking,Failed
1469,190,342.87,Net Banking,Completed
1470,26,241.7,Debit Card,Completed
1471,72,111.06,Credit Card,Completed
1472,12,261.71,Credit Card,Completed
1473,124,375.4,UPI,Completed
1474,186,279.57,UPI,Completed
1475,56,322.05,UPI,Completed
1476,18,408.84,UPI,Completed
1477,183,53.73,Net Banking,Completed
1478,105,299.04,UPI,Completed
1479,1,372.99,Credit Card,Completed
1480,12,486.41,UPI,Completed
1481,37,431.08,Net Banking,Completed
1482,9,399.54,Debit Card,Completed
1483,64,198.49,Net Banking,Completed
1484,139,271.78,UPI,Completed
1485,10,337.32,Debit Card,Completed
1486,119,477.36,Net Banking,Completed
1487,85,497.27,Debit Card,Completed
1488,5,406.33,Net Banking,Failed
1489,188,322.22,Net Banking,Completed
1490,40,498.13,Debit Card,Completed
1491,53,426.35,Debit Card,Completed
1492,100,282.17,Net Banking,Completed
1493,124,288.72,Credit Card,Completed
1494,49,194.17,Credit Card,Completed
1495,31,200.54,Net Banking,Completed
1496,4,408.33,Debit Card,Completed
1497,11,140.13,Net Banking,Completed
1498,33,273.27,Net Banking,Completed
1499,150,347.66,Net Banking,Completed
1500,170,439.91,Net Banking,Completed
1501,123,358.92,UPI,Completed
1502,111,151.67,Credit Card,Completed
1503,98,214.93,UPI,Completed
1504,147,156.77,Debit Card,Completed
1505,180,257.24,Net Banking,Completed
1506,192,65.67,Net Banking,Completed
1507,53,253.36,Credit Card,Completed
1508,195,98.87,Debit Card,Completed
1509,90,322.75,Net Banking,Completed
1510,180,416.92,Credit Card,Completed
1511,93,438.84,Net Banking,Completed
1512,170,471.17,Net Banking,Completed
1513,18,488.42,Debit Card,Completed
1514,143,70.54,Net Banking,Completed
1515,60,456.14,UPI,Completed
1516,61,293.67,Debit Card,Completed
1517,14,415.03,Credit Card,Completed
1518,98,241.91,Debit Card,Completed
1519,23,100.78,UPI,Completed
1520,190,280.44,UPI,Completed
1521,89,285.96,UPI,Failed
1522,159,246.07,Net Banking,Completed
1523,139,104.6,UPI,Completed
1524,132,66.08,UPI,Completed
1525,160,66.44,Net Banking,Completed
1526,33,100.64,Net Banking,Completed
1527,142,62.66,Credit Card,Completed
1528,178,359.61,Credit Card,Completed
1529,40,471.76,Credit Card,Completed
1530,129,145.06,Debit Card,Completed
1531,25,445.27,UPI,Completed
1532,85,285.92,Credit Card,Completed
1533,44,84.07,Credit Card,Completed
1534,106,443.06,UPI,Completed
1535,91,262.48,Debit Card,Completed
1536,98,481.81,Net Banking,Completed
1537,91,53.22,UPI,Completed
1538,170,202.21,UPI,Completed
1539,160,142.1,Net Banking,Completed
1540,41,57.69,Debit Card,Completed
1541,9,202.04,Debit Card,Completed
1542,178,273.52,UPI,Completed
1543,165,285.59,Debit Card,Completed
1544,82,400.83,Credit Card,Completed
1545,95,194.4,Credit Card,Completed
1546,130,72.03,Net Banking,Completed
1547,187,336.86,Credit Card,Completed
1548,30,458.88,Credit Card,Completed
1549,85,314.27,Credit Card,Completed
1550,137,156.56,Credit Card,Completed
1551,120,169.54,Net Banking,Completed
1552,37,211.47,Net Banking,Completed
1553,94,441.94,UPI,Failed
1554,188,422.7,UPI,Completed
1555,109,87.55,Net Banking,Completed
1556,16,115.04,Debit Card,Completed
1557,14,360.44,Net Banking,Completed
1558,154,352.79,Net Banking,Completed
1559,51,446.01,UPI,Completed
1560,140,257.6,UPI,Completed
1561,47,304.62,Credit Card,Completed
1562,131,443.33,Debit Card,Completed
1563,162,178.04,Net Banking,Completed
1564,91,384.95,Debit Card,Completed
