session_id,station_id,user_id,vehicle_id,start_time,end_time,energy_kwh,amount_paid
686,8,99,91,2025-01-29 13:00:00,2025-01-29 14:30:00,40.79,444.52
687,18,146,26,2025-01-29 14:00:00,2025-01-29 14:53:00,22.72,105.52
688,5,4,42,2025-01-29 15:00:00,2025-01-29 16:02:00,27.37,356.02
689,12,189,21,2025-01-29 16:00:00,2025-01-29 17:58:00,27.04,308.77
690,16,66,160,2025-01-29 17:00:00,2025-01-29 17:48:00,25.78,427.01
691,9,144,111,2025-01-29 18:00:00,2025-01-29 18:30:00,39.13,266.16
692,7,106,183,2025-01-29 19:00:00,2025-01-29 20:01:00,42.87,179.37
693,8,9,131,2025-01-29 20:00:00,2025-01-29 21:52:00,41.6,278.68
694,12,121,191,2025-01-29 21:00:00,2025-01-29 21:26:00,12.86,264.73
695,6,53,56,2025-01-29 22:00:00,2025-01-29 23:11:00,39.72,358.76
696,18,151,133,2025-01-29 23:00:00,2025-01-29 23:33:00,17.71,474.87
697,10,11,29,2025-01-30 00:00:00,2025-01-30 00:34:00,5.51,214.98
698,1,45,14,2025-01-30 01:00:00,2025-01-30 02:29:00,26.32,306.86
699,7,141,26,2025-01-30 02:00:00,2025-01-30 03:08:00,8.77,209.84
700,20,4,94,2025-01-30 03:00:00,2025-01-30 04:42:00,24.97,301.0
701,8,23,114,2025-01-30 04:00:00,2025-01-30 04:54:00,34.59,460.67
702,19,141,83,2025-01-30 05:00:00,2025-01-30 06:04:00,38.83,198.29
703,7,154,23,2025-01-30 06:00:00,2025-01-30 06:46:00,17.91,469.57
704,4,182,133,2025-01-30 07:00:00,2025-01-30 08:09:00,38.55,395.9
705,6,91,179,2025-01-30 08:00:00,2025-01-30 08:23:00,7.29,377.01
706,10,41,120,2025-01-30 09:00:00,2025-01-30 09:53:00,29.62,412.59
707,6,170,124,2025-01-30 10:00:00,2025-01-30 11:54:00,18.98,294.77
708,17,129,110,2025-01-30 11:00:00,2025-01-30 11:53:00,26.95,142.57
709,7,184,97,2025-01-30 12:00:00,2025-01-30 13:50:00,12.68,495.36
710,12,60,40,2025-01-30 13:00:00,2025-01-30 14:10:00,14.25,177.47
711,18,181,146,2025-01-30 14:00:00,2025-01-30 14:58:00,38.46,177.45
712,8,156,67,2025-01-30 15:00:00,2025-01-30 16:18:00,36.9,287.42
713,19,41,57,2025-01-30 16:00:00,2025-01-30 17:37:00,39.17,235.04
714,11,22,156,2025-01-30 17:00:00,2025-01-30 17:43:00,24.14,89.08
715,7,199,79,2025-01-30 18:00:00,2025-01-30 19:33:00,31.49,256.33
716,5,77,85,2025-01-30 19:00:00,2025-01-30 20:59:00,23.33,202.83
717,8,136,161,2025-01-30 20:00:00,2025-01-30 21:20:00,14.96,461.6
718,16,132,120,2025-01-30 21:00:00,2025-01-30 22:05:00,5.25,452.37
719,14,28,153,2025-01-30 22:00:00,2025-01-30 23:05:00,41.79,322.53
720,4,186,76,2025-01-30 23:00:00,2025-01-30 23:37:00,32.88,370.72
721,7,89,79,2025-01-31 00:00:00,2025-01-31 01:34:00,36.27,314.64
722,12,178,15,2025-01-31 01:00:00,2025-01-31 02:49:00,7.96,153.96
723,8,175,165,2025-01-31 02:00:00,2025-01-31 03:30:00,40.32,390.41
724,12,37,137,2025-01-31 03:00:00,2025-01-31 03:20:00,10.87,172.23
725,17,9,46,2025-01-31 04:00:00,2025-01-31 05:07:00,38.72,214.53
726,5,138,114,2025-01-31 05:00:00,2025-01-31 06:57:00,35.59,429.31
727,19,130,178,2025-01-31 06:00:00,2025-01-31 07:48:00,34.55,214.27
728,12,167,88,2025-01-31 07:00:00,2025-01-31 08:55:00,32.49,71.67
729,20,149,169,2025-01-31 08:00:00,2025-01-31 09:00:00,13.1,60.7
730,3,46,10,2025-01-31 09:00:00,2025-01-31 10:08:00,31.31,379.06
731,17,90,52,2025-01-31 10:00:00,2025-01-31 11:27:00,9.34,70.37
732,10,173,105,2025-01-31 11:00:00,2025-01-31 11:59:00,39.38,498.07
733,6,90,174,2025-01-31 12:00:00,2025-01-31 13:28:00,13.01,496.76
734,9,198,63,2025-01-31 13:00:00,2025-01-31 13:59:00,22.58,238.82
735,18,65,11,2025-01-31 14:00:00,2025-01-31 14:26:00,41.24,161.41
736,17,104,80,2025-01-31 15:00:00,2025-01-31 16:10:00,36.82,413.42
737,13,59,168,2025-01-31 16:00:00,2025-01-31 17:07:00,6.52,378.62
738,6,199,167,2025-01-31 17:00:00,2025-01-31 18:49:00,24.54,473.02
739,19,71,125,2025-01-31 18:00:00,2025-01-31 18:31:00,26.01,147.76
740,13,104,5,2025-01-31 19:00:00,2025-01-31 19:27:00,38.41,476.48
741,2,18,162,2025-01-31 20:00:00,2025-01-31 20:49:00,28.88,319.36
742,11,12,122,2025-01-31 21:00:00,2025-01-31 22:15:00,7.64,298.75
743,4,18,54,2025-01-31 22:00:00,2025-01-31 23:06:00,21.79,330.93
744,17,38,163,2025-01-31 23:00:00,2025-01-31 23:33:00,31.41,171.94
745,7,95,67,2025-02-01 00:00:00,2025-02-01 01:27:00,44.52,216.94
746,1,186,176,2025-02-01 01:00:00,2025-02-01 01:39:00,20.36,447.96
747,8,114,62,2025-02-01 02:00:00,2025-02-01 02:37:00,44.38,346.24
748,4,13,197,2025-02-01 03:00:00,2025-02-01 04:00:00,26.95,438.9
749,5,146,163,2025-02-01 04:00:00,2025-02-01 04:29:00,23.55,179.14
750,13,127,35,2025-02-01 05:00:00,2025-02-01 06:32:00,21.62,83.02
751,18,37,19,2025-02-01 06:00:00,2025-02-01 07:40:00,28.17,110.82
752,9,161,109,2025-02-01 07:00:00,2025-02-01 08:36:00,22.14,166.24
753,16,128,6,2025-02-01 08:00:00,2025-02-01 09:48:00,20.34,272.41
754,7,132,28,2025-02-01 09:00:00,2025-02-01 10:33:00,44.13,136.29
755,11,119,148,2025-02-01 10:00:00,2025-02-01 10:25:00,24.78,355.36
756,2,118,118,2025-02-01 11:00:00,2025-02-01 12:23:00,36.21,400.18
757,5,166,81,2025-02-01 12:00:00,2025-02-01 12:56:00,25.25,370.88
758,5,200,100,2025-02-01 13:00:00,2025-02-01 14:06:00,14.28,377.53
759,14,190,42,2025-02-01 14:00:00,2025-02-01 15:48:00,42.93,306.58
760,14,6,167,2025-02-01 15:00:00,2025-02-01 15:39:00,40.25,385.01
761,10,146,140,2025-02-01 16:00:00,2025-02-01 17:23:00,10.68,448.15
762,9,19,123,2025-02-01 17:00:00,2025-02-01 18:43:00,40.4,337.57
763,7,19,58,2025-02-01 18:00:00,2025-02-01 19:17:00,12.88,474.53
764,13,82,193,2025-02-01 19:00:00,2025-02-01 19:27:00,27.74,301.98
765,3,34,147,2025-02-01 20:00:00,2025-02-01 21:59:00,42.24,350.36
766,4,139,38,2025-02-01 21:00:00,2025-02-01 21:59:00,27.58,264.16
767,9,50,39,2025-02-01 22:00:00,2025-02-01 23:27:00,13.47,297.95
768,17,10,15,2025-02-01 23:00:00,2025-02-02 00:40:00,15.6,389.54
769,6,155,166,2025-02-02 00:00:00,2025-02-02 00:30:00,32.14,499.25
770,9,133,11,2025-02-02 01:00:00,2025-02-02 02:40:00,34.88,71.42
771,6,105,136,2025-02-02 02:00:00,2025-02-02 03:50:00,28.67,296.07
772,5,90,89,2025-02-02 03:00:00,2025-02-02 03:58:00,16.26,234.22
773,12,115,146,2025-02-02 04:00:00,2025-02-02 05:35:00,12.47,468.25
774,3,72,17,2025-02-02 05:00:00,2025-02-02 06:42:00,31.19,119.71
775,7,98,121,2025-02-02 06:00:00,2025-02-02 07:59:00,14.17,420.67
776,7,18,29,2025-02-02 07:00:00,2025-02-02 08:48:00,11.51,108.69
777,13,113,115,2025-02-02 08:00:00,2025-02-02 09:09:00,10.25,397.79
778,18,18,184,2025-02-02 09:00:00,2025-02-02 10:44:00,34.55,451.74
779,17,103,22,2025-02-02 10:00:00,2025-02-02 11:39:00,33.48,385.93
780,6,103,12,2025-02-02 11:00:00,2025-02-02 11:29:00,42.1,477.25
781,1,59,90,2025-02-02 12:00:00,2025-02-02 12:26:00,15.47,320.14
782,11,88,91,2025-02-02 13:00:00,2025-02-02 13:22:00,28.58,176.43
783,18,184,16,2025-02-02 14:00:00,2025-02-02 15:47:00,41.78,440.34
784,13,163,123,2025-02-02 15:00:00,2025-02-02 16:21:00,13.94,387.38
785,5,197,38,2025-02-02 16:00:00,2025-02-02 17:11:00,23.16,427.3
786,11,131,98,2025-02-02 17:00:00,2025-02-02 18:31:00,43.63,288.08
787,2,114,22,2025-02-02 18:00:00,2025-02-02 19:27:00,43.2,429.03
788,10,26,78,2025-02-02 19:00:00,2025-02-02 20:43:00,25.46,101.83
789,17,71,95,2025-02-02 20:00:00,2025-02-02 20:59:00,22.95,463.84
790,14,139,85,2025-02-02 21:00:00,2025-02-02 21:34:00,42.79,151.66
791,20,20,156,2025-02-02 22:00:00,2025-02-02 22:25:00,28.98,403.49
792,10,174,94,2025-02-02 23:00:00,2025-02-02 23:39:00,14.88,50.44
793,13,80,3,2025-02-03 00:00:00,2025-02-03 01:26:00,25.69,468.38
794,13,85,140,2025-02-03 01:00:00,2025-02-03 02:02:00,27.9,478.22
795,20,182,35,2025-02-03 02:00:00,2025-02-03 03:37:00,27.09,471.26
796,12,183,119,2025-02-03 03:00:00,2025-02-03 03:44:00,21.23,296.93
797,17,36,124,2025-02-03 04:00:00,2025-02-03 04:52:00,10.86,129.71
798,19,176,66,2025-02-03 05:00:00,2025-02-03 06:29:00,39.72,83.86
799,6,200,74,2025-02-03 06:00:00,2025-02-03 07:03:00,9.49,330.01
800,15,105,87,2025-02-03 07:00:00,2025-02-03 08:15:00,10.58,290.03
801,5,61,152,2025-02-03 08:00:00,2025-02-03 08:47:00,10.97,262.52
802,19,37,89,2025-02-03 09:00:00,2025-02-03 09:20:00,6.58,96.05
803,5,114,68,2025-02-03 10:00:00,2025-02-03 10:37:00,39.31,443.56
804,19,157,190,2025-02-03 11:00:00,2025-02-03 12:39:00,40.67,377.52
805,16,173,98,2025-02-03 12:00:00,2025-02-03 12:46:00,9.9,443.49
806,1,47,89,2025-02-03 13:00:00,2025-02-03 14:38:00,23.46,225.58
807,18,138,128,2025-02-03 14:00:00,2025-02-03 14:44:00,20.73,327.35
808,6,101,156,2025-02-03 15:00:00,2025-02-03 16:26:00,10.05,265.74
809,12,88,116,2025-02-03 16:00:00,2025-02-03 17:49:00,39.58,492.44
810,13,164,104,2025-02-03 17:00:00,2025-02-03 17:28:00,39.56,225.49
811,6,93,91,2025-02-03 18:00:00,2025-02-03 19:14:00,34.63,417.02
812,9,19,102,2025-02-03 19:00:00,2025-02-03 20:22:00,11.66,315.4
813,15,79,117,2025-02-03 20:00:00,2025-02-03 21:36:00,15.55,191.59
814,17,149,160,2025-02-03 21:00:00,2025-02-03 22:51:00,12.69,235.31
815,17,37,39,2025-02-03 22:00:00,2025-02-03 22:36:00,38.3,208.55
816,11,73,60,2025-02-03 23:00:00,2025-02-03 23:39:00,23.7,394.24
817,6,113,157,2025-02-04 00:00:00,2025-02-04 01:14:00,11.02,349.93
818,16,104,165,2025-02-04 01:00:00,2025-02-04 02:16:00,5.4,102.3
819,4,14,198,2025-02-04 02:00:00,2025-02-04 03:22:00,16.14,398.25
820,7,108,176,2025-02-04 03:00:00,2025-02-04 03:29:00,43.97,257.61
821,17,22,136,2025-02-04 04:00:00,2025-02-04 04:32:00,6.27,196.93
822,19,60,16,2025-02-04 05:00:00,2025-02-04 06:13:00,41.46,218.25
823,17,190,35,2025-02-04 06:00:00,2025-02-04 07:38:00,7.32,108.54
824,11,33,142,2025-02-04 07:00:00,2025-02-04 08:23:00,31.87,190.54
825,16,31,89,2025-02-04 08:00:00,2025-02-04 09:41:00,18.99,127.96
826,2,74,182,2025-02-04 09:00:00,2025-02-04 09:24:00,23.22,255.92
827,11,92,112,2025-02-04 10:00:00,2025-02-04 10:43:00,13.85,287.56
828,13,190,172,2025-02-04 11:00:00,2025-02-04 12:18:00,18.54,495.51
829,20,157,58,2025-02-04 12:00:00,2025-02-04 12:53:00,17.32,396.0
830,3,57,177,2025-02-04 13:00:00,2025-02-04 13:25:00,33.36,288.0
831,20,24,140,2025-02-04 14:00:00,2025-02-04 15:51:00,39.85,218.45
832,19,93,89,2025-02-04 15:00:00,2025-02-04 15:33:00,21.37,121.55
833,20,185,150,2025-02-04 16:00:00,2025-02-04 17:20:00,37.65,220.68
834,8,67,114,2025-02-04 17:00:00,2025-02-04 18:45:00,5.46,295.06
835,8,21,185,2025-02-04 18:00:00,2025-02-04 19:04:00,36.51,130.01
836,2,87,40,2025-02-04 19:00:00,2025-02-04 19:55:00,26.04,454.96
837,13,97,172,2025-02-04 20:00:00,2025-02-04 21:38:00,38.35,337.6
838,13,136,97,2025-02-04 21:00:00,2025-02-04 21:38:00,13.96,232.26
839,8,185,147,2025-02-04 22:00:00,2025-02-04 23:05:00,20.07,407.42
840,13,22,125,2025-02-04 23:00:00,2025-02-05 00:16:00,32.91,110.55
841,17,85,145,2025-02-05 00:00:00,2025-02-05 01:15:00,38.94,427.0
842,17,148,6,2025-02-05 01:00:00,2025-02-05 02:39:00,24.13,58.52
843,7,90,160,2025-02-05 02:00:00,2025-02-05 03:21:00,38.85,227.79
844,5,176,21,2025-02-05 03:00:00,2025-02-05 04:07:00,26.93,301.46
845,14,166,28,2025-02-05 04:00:00,2025-02-05 05:22:00,44.65,125.57
846,13,89,199,2025-02-05 05:00:00,2025-02-05 05:36:00,41.19,351.42
847,2,84,24,2025-02-05 06:00:00,2025-02-05 06:56:00,20.43,482.5
848,19,184,184,2025-02-05 07:00:00,2025-02-05 08:52:00,43.22,86.41
849,7,171,32,2025-02-05 08:00:00,2025-02-05 09:14:00,35.61,54.16
850,3,14,53,2025-02-05 09:00:00,2025-02-05 10:24:00,26.02,368.72
851,15,173,126,2025-02-05 10:00:00,2025-02-05 11:54:00,44.64,407.01
852,14,92,137,2025-02-05 11:00:00,2025-02-05 12:00:00,32.8,237.32
853,6,87,57,2025-02-05 12:00:00,2025-02-05 13:05:00,12.78,205.67
854,14,92,171,2025-02-05 13:00:00,2025-02-05 13:30:00,9.56,208.24
855,12,132,2,2025-02-05 14:00:00,2025-02-05 14:44:00,15.48,427.34
856,6,186,122,2025-02-05 15:00:00,2025-02-05 15:38:00,34.42,76.01
857,18,162,39,2025-02-05 16:00:00,2025-02-05 16:53:00,27.02,408.29
858,13,30,151,2025-02-05 17:00:00,2025-02-05 18:01:00,20.89,113.76
859,7,86,138,2025-02-05 18:00:00,2025-02-05 18:26:00,35.34,419.36
860,16,67,160,2025-02-05 19:00:00,2025-02-05 20:59:00,5.95,293.66
861,10,39,111,2025-02-05 20:00:00,2025-02-05 21:17:00,37.54,426.17
862,11,153,122,2025-02-05 21:00:00,2025-02-05 22:26:00,34.93,115.7
863,9,78,90,2025-02-05 22:00:00,2025-02-05 23:40:00,12.21,115.11
864,17,26,3,2025-02-05 23:00:00,2025-02-05 23:50:00,20.56,146.79
865,6,38,134,2025-02-06 00:00:00,2025-02-06 01:20:00,6.5,282.89
866,7,15,158,2025-02-06 01:00:00,2025-02-06 02:23:00,5.47,249.36
867,17,158,105,2025-02-06 02:00:00,2025-02-06 03:41:00,44.85,167.72
868,7,112,177,2025-02-06 03:00:00,2025-02-06 03:51:00,24.53,176.01
869,17,136,85,2025-02-06 04:00:00,2025-02-06 05:19:00,19.88,394.74
870,7,59,185,2025-02-06 05:00:00,2025-02-06 05:41:00,12.85,85.04
871,2,156,154,2025-02-06 06:00:00,2025-02-06 07:56:00,37.29,454.19
872,16,157,45,2025-02-06 07:00:00,2025-02-06 08:21:00,33.23,227.47
873,2,87,134,2025-02-06 08:00:00,2025-02-06 09:47:00,5.06,388.85
874,15,69,106,2025-02-06 09:00:00,2025-02-06 10:21:00,35.85,119.57
875,1,196,133,2025-02-06 10:00:00,2025-02-06 10:48:00,9.46,404.98
876,5,25,36,2025-02-06 11:00:00,2025-02-06 12:51:00,42.95,164.46
877,8,155,88,2025-02-06 12:00:00,2025-02-06 12:31:00,18.31,51.11
878,3,138,123,2025-02-06 13:00:00,2025-02-06 14:33:00,23.04,399.71
879,18,188,3,2025-02-06 14:00:00,2025-02-06 14:23:00,5.2,315.63
880,15,106,83,2025-02-06 15:00:00,2025-02-06 16:40:00,37.98,352.16
881,5,184,11,2025-02-06 16:00:00,2025-02-06 17:11:00,17.33,319.38
882,10,72,177,2025-02-06 17:00:00,2025-02-06 18:33:00,27.26,154.54
883,9,85,49,2025-02-06 18:00:00,2025-02-06 18:39:00,42.06,198.1
884,17,140,28,2025-02-06 19:00:00,2025-02-06 20:27:00,11.25,53.34
885,8,199,29,2025-02-06 20:00:00,2025-02-06 20:52:00,39.69,460.44
886,12,93,121,2025-02-06 21:00:00,2025-02-06 22:33:00,25.01,247.49
887,11,110,102,2025-02-06 22:00:00,2025-02-06 22:34:00,41.98,125.64
888,14,3,120,2025-02-06 23:00:00,2025-02-07 00:17:00,37.89,50.19
889,16,168,138,2025-02-07 00:00:00,2025-02-07 01:07:00,22.72,403.33
890,10,58,111,2025-02-07 01:00:00,2025-02-07 02:19:00,8.55,204.68
891,6,156,21,2025-02-07 02:00:00,2025-02-07 03:48:00,6.21,177.99
892,3,160,156,2025-02-07 03:00:00,2025-02-07 03:40:00,39.97,289.17
893,7,164,6,2025-02-07 04:00:00,2025-02-07 05:57:00,23.97,271.65
894,10,141,183,2025-02-07 05:00:00,2025-02-07 06:44:00,31.55,328.5
895,14,65,166,2025-02-07 06:00:00,2025-02-07 07:48:00,40.27,51.9
896,6,152,162,2025-02-07 07:00:00,2025-02-07 07:27:00,17.19,214.19
897,7,134,24,2025-02-07 08:00:00,2025-02-07 09:36:00,40.83,488.56
898,4,184,100,2025-02-07 09:00:00,2025-02-07 09:30:00,6.1,143.24
899,12,193,50,2025-02-07 10:00:00,2025-02-07 11:32:00,16.2,197.67
900,11,36,101,2025-02-07 11:00:00,2025-02-07 11:21:00,37.47,101.33
901,12,128,63,2025-02-07 12:00:00,2025-02-07 13:52:00,39.13,275.18
902,15,11,118,2025-02-07 13:00:00,2025-02-07 14:52:00,42.79,230.3
903,20,158,12,2025-02-07 14:00:00,2025-02-07 14:58:00,17.12,231.97
904,12,64,78,2025-02-07 15:00:00,2025-02-07 16:40:00,36.21,239.69
905,17,49,14,2025-02-07 16:00:00,2025-02-07 16:48:00,44.41,365.94
906,4,60,150,2025-02-07 17:00:00,2025-02-07 18:29:00,26.08,253.36
907,18,117,145,2025-02-07 18:00:00,2025-02-07 18:53:00,15.1,167.26
908,17,176,53,2025-02-07 19:00:00,2025-02-07 20:28:00,6.56,271.9
909,11,190,127,2025-02-07 20:00:00,2025-02-07 20:58:00,35.39,475.56
910,10,139,68,2025-02-07 21:00:00,2025-02-07 22:06:00,10.55,262.03
911,4,148,46,2025-02-07 22:00:00,2025-02-07 22:30:00,20.48,112.56
912,20,78,89,2025-02-07 23:00:00,2025-02-07 23:51:00,17.37,420.55
913,16,186,38,2025-02-08 00:00:00,2025-02-08 00:40:00,21.67,462.87
914,5,196,119,2025-02-08 01:00:00,2025-02-08 02:52:00,41.24,203.22
915,7,37,86,2025-02-08 02:00:00,2025-02-08 02:27:00,22.04,59.93
916,8,4,12,2025-02-08 03:00:00,2025-02-08 03:48:00,41.51,412.57
917,18,164,43,2025-02-08 04:00:00,2025-02-08 04:42:00,37.22,196.3
918,13,200,48,2025-02-08 05:00:00,2025-02-08 05:30:00,16.54,296.48
919,7,75,177,2025-02-08 06:00:00,2025-02-08 06:25:00,17.72,403.09
920,12,85,14,2025-02-08 07:00:00,2025-02-08 08:22:00,19.79,264.56
921,12,93,161,2025-02-08 08:00:00,2025-02-08 09:38:00,29.23,181.58
922,15,73,200,2025-02-08 09:00:00,2025-02-08 10:26:00,31.96,435.48
923,12,9,105,2025-02-08 10:00:00,2025-02-08 11:55:00,43.89,465.39
924,7,125,195,2025-02-08 11:00:00,2025-02-08 12:44:00,42.06,372.62
925,14,198,175,2025-02-08 12:00:00,2025-02-08 12:26:00,29.47,55.44
926,14,188,75,2025-02-08 13:00:00,2025-02-08 14:34:00,6.85,69.41
927,18,186,178,2025-02-08 14:00:00,2025-02-08 15:04:00,26.81,309.98
928,9,117,88,2025-02-08 15:00:00,2025-02-08 15:24:00,21.15,399.11
929,5,87,96,2025-02-08 16:00:00,2025-02-08 17:27:00,26.79,113.65
930,19,51,39,2025-02-08 17:00:00,2025-02-08 18:27:00,6.61,456.13
931,17,100,161,2025-02-08 18:00:00,2025-02-08 19:52:00,44.83,462.66
932,3,81,48,2025-02-08 19:00:00,2025-02-08 20:40:00,7.28,406.49
933,9,118,95,2025-02-08 20:00:00,2025-02-08 21:39:00,15.91,341.83
934,12,156,193,2025-02-08 21:00:00,2025-02-08 21:39:00,7.88,215.3
935,16,97,119,2025-02-08 22:00:00,2025-02-08 23:31:00,26.9,91.69
936,20,48,54,2025-02-08 23:00:00,2025-02-09 00:34:00,19.07,472.53
937,16,195,150,2025-02-09 00:00:00,2025-02-09 01:18:00,20.01,177.95
938,14,12,140,2025-02-09 01:00:00,2025-02-09 02:27:00,36.57,132.31
939,15,83,29,2025-02-09 02:00:00,2025-02-09 02:56:00,41.16,476.61
940,15,25,75,2025-02-09 03:00:00,2025-02-09 03:36:00,11.63,318.64
941,19,129,24,2025-02-09 04:00:00,2025-02-09 05:36:00,16.16,479.71
942,15,110,14,2025-02-09 05:00:00,2025-02-09 05:49:00,23.91,423.3
943,14,189,1,2025-02-09 06:00:00,2025-02-09 06:57:00,9.52,180.94
944,2,88,14,2025-02-09 07:00:00,2025-02-09 08:08:00,20.46,349.67
945,5,2,145,2025-02-09 08:00:00,2025-02-09 09:54:00,17.08,323.5
946,11,94,29,2025-02-09 09:00:00,2025-02-09 10:54:00,41.88,228.86
947,19,48,22,2025-02-09 10:00:00,2025-02-09 11:33:00,12.94,293.93
948,5,103,77,2025-02-09 11:00:00,2025-02-09 12:38:00,33.85,287.56
949,9,179,166,2025-02-09 12:00:00,2025-02-09 12:35:00,13.64,79.17
950,10,126,82,2025-02-09 13:00:00,2025-02-09 14:31:00,30.03,130.8
951,15,127,34,2025-02-09 14:00:00,2025-02-09 15:46:00,28.28,295.51
952,14,198,47,2025-02-09 15:00:00,2025-02-09 16:02:00,23.35,69.58
953,13,86,198,2025-02-09 16:00:00,2025-02-09 16:38:00,37.68,414.56
954,15,35,74,2025-02-09 17:00:00,2025-02-09 17:43:00,13.91,226.56
955,9,39,88,2025-02-09 18:00:00,2025-02-09 19:40:00,24.09,84.03
956,14,128,92,2025-02-09 19:00:00,2025-02-09 20:12:00,44.3,428.61
957,10,106,94,2025-02-09 20:00:00,2025-02-09 21:22:00,12.33,80.87
958,15,50,88,2025-02-09 21:00:00,2025-02-09 22:16:00,26.82,125.84
959,13,133,157,2025-02-09 22:00:00,2025-02-09 22:26:00,16.72,395.0
960,6,52,35,2025-02-09 23:00:00,2025-02-10 00:02:00,9.95,470.15
961,14,34,1,2025-02-10 00:00:00,2025-02-10 01:09:00,39.06,65.57
962,12,86,20,2025-02-10 01:00:00,2025-02-10 02:16:00,28.11,77.22
963,13,133,41,2025-02-10 02:00:00,2025-02-10 03:21:00,28.15,267.18
964,10,180,156,2025-02-10 03:00:00,2025-02-10 04:19:00,26.81,238.95
965,18,126,44,2025-02-10 04:00:00,2025-02-10 05:46:00,12.38,483.53
966,9,72,99,2025-02-10 05:00:00,2025-02-10 05:50:00,27.75,251.34
967,16,185,174,2025-02-10 06:00:00,2025-02-10 06:50:00,8.66,369.64
968,1,127,155,2025-02-10 07:00:00,2025-02-10 08:03:00,32.31,207.68
969,13,37,115,2025-02-10 08:00:00,2025-02-10 08:30:00,7.06,132.92
970,17,52,145,2025-02-10 09:00:00,2025-02-10 10:13:00,12.57,360.3
971,19,62,27,2025-02-10 10:00:00,2025-02-10 11:25:00,16.77,254.87
972,20,190,132,2025-02-10 11:00:00,2025-02-10 12:45:00,16.16,306.16
973,13,112,33,2025-02-10 12:00:00,2025-02-10 13:14:00,37.48,412.09
974,19,195,200,2025-02-10 13:00:00,2025-02-10 14:05:00,16.51,209.05
975,18,186,36,2025-02-10 14:00:00,2025-02-10 15:52:00,7.96,271.63
976,12,154,184,2025-02-10 15:00:00,2025-02-10 16:31:00,7.72,278.08
977,16,141,118,2025-02-10 16:00:00,2025-02-10 17:45:00,10.98,80.73
978,18,190,118,2025-02-10 17:00:00,2025-02-10 17:52:00,20.77,359.38
979,13,122,177,2025-02-10 18:00:00,2025-02-10 19:38:00,12.87,249.74
980,9,126,100,2025-02-10 19:00:00,2025-02-10 20:48:00,14.4,319.62
981,8,134,196,2025-02-10 20:00:00,2025-02-10 21:10:00,12.36,449.13
982,12,164,167,2025-02-10 21:00:00,2025-02-10 21:30:00,16.95,168.0
983,8,181,193,2025-02-10 22:00:00,2025-02-10 23:03:00,25.19,353.16
984,4,138,178,2025-02-10 23:00:00,2025-02-10 23:28:00,43.85,300.91
985,10,50,184,2025-02-11 00:00:00,2025-02-11 01:16:00,36.68,293.48
986,10,185,103,2025-02-11 01:00:00,2025-02-11 01:32:00,11.9,471.42
987,12,158,41,2025-02-11 02:00:00,2025-02-11 03:18:00,37.11,211.59
988,18,190,123,2025-02-11 03:00:00,2025-02-11 03:46:00,33.4,80.75
989,19,163,200,2025-02-11 04:00:00,2025-02-11 04:25:00,41.23,204.03
990,17,123,155,2025-02-11 05:00:00,2025-02-11 06:11:00,22.39,52.76
991,1,172,147,2025-02-11 06:00:00,2025-02-11 07:26:00,39.68,420.18
992,8,34,141,2025-02-11 07:00:00,2025-02-11 07:45:00,32.92,495.02
993,19,123,7,2025-02-11 08:00:00,2025-02-11 09:51:00,15.92,415.76
994,12,157,137,2025-02-11 09:00:00,2025-02-11 09:56:00,20.59,407.22
995,13,23,37,2025-02-11 10:00:00,2025-02-11 11:15:00,38.54,340.35
996,14,90,6,2025-02-11 11:00:00,2025-02-11 12:17:00,37.31,308.98
997,9,18,25,2025-02-11 12:00:00,2025-02-11 13:13:00,14.82,305.51
998,9,34,83,2025-02-11 13:00:00,2025-02-11 13:54:00,38.45,232.4
999,19,98,58,2025-02-11 14:00:00,2025-02-11 14:50:00,42.83,127.99
1000,18,90,32,2025-02-11 15:00:00,2025-02-11 16:36:00,40.11,343.78
1001,11,124,98,2025-02-11 16:00:00,2025-02-11 17:24:00,20.25,61.33
1002,13,8,180,2025-02-11 17:00:00,2025-02-11 17:39:00,26.65,154.29
1003,3,193,155,2025-02-11 18:00:00,2025-02-11 19:26:00,38.84,51.91
1004,12,13,96,2025-02-11 19:00:00,2025-02-11 20:36:00,33.66,274.63
1005,7,72,15,2025-02-11 20:00:00,2025-02-11 20:50:00,33.36,210.4
1006,15,173,13,2025-02-11 21:00:00,2025-02-11 21:43:00,16.41,242.2
1007,15,88,127,2025-02-11 22:00:00,2025-02-11 23:25:00,29.43,308.0
1008,19,39,36,2025-02-11 23:00:00,2025-02-12 00:30:00,7.18,84.22
1009,12,3,25,2025-02-12 00:00:00,2025-02-12 00:33:00,16.89,168.26
1010,2,188,73,2025-02-12 01:00:00,2025-02-12 01:44:00,13.11,153.51
1011,15,74,120,2025-02-12 02:00:00,2025-02-12 02:37:00,20.48,448.85
1012,6,159,138,2025-02-12 03:00:00,2025-02-12 04:13:00,34.53,383.56
1013,7,191,181,2025-02-12 04:00:00,2025-02-12 05:09:00,15.42,133.65
1014,16,51,104,2025-02-12 05:00:00,2025-02-12 05:59:00,12.16,427.26
1015,13,155,76,2025-02-12 06:00:00,2025-02-12 07:11:00,38.68,271.73
1016,10,13,146,2025-02-12 07:00:00,2025-02-12 07:38:00,41.6,415.61
